trip_id,path,timestamp
0a11567bd996c51ac32efbb3e60f923c063aabdc,"[257148945, 257148596, 257110947, 2398138701, 257105457, 257169219, 10080927066, 10080927071, 257369506, 262167305, 262167281, 262167331, 26794544, 262220309, 250278958, 1764458393, 1764458396, 4387385183, 1764458377, 4794139114, 1764458385, 261128741, 261139221, 261199726]",05-01-2025 00:00
122e816a1b04575c94de158252e4e3a544b9f900,"[11926065102, 1207511270, 258952595, 8417507573, 6369617720, 1223297537, 2998695003, 2998723586, 11234414448, 6369696595, 279391888, 261233989, 261162383, 261233987, 261180678, 261233985, 261233983, 261133824, 261133912, 261149027, 2169909738, 1886580307, 1886580299, 261179373, 261179377, 261179487, 261233981, 261233979, 261197928, 261233977, 261233975, 261233973, 261233971, 261233970, 261233969, 261224616, 261229182, 261233956, 261233949, 261233943, 261233937, 261233935, 261165886, 261125647, 261160052, 286476392, 261233933, 261233931, 266720467, 266720508, 261233929, 261210243, 6162746801, 286841694, 261164837, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 256170758, 305904196, 8964642861, 305904197, 305904198, 256170757, 4794223342, 256170756, 7978961133, 256170755, 305903026, 305903018, 256170754, 305903014, 305903012, 305901689, 305901635, 305901647, 305901655, 305901652, 305901658, 305901668, 305901672, 305901676, 305901680, 4081947339, 305898844, 305898845, 305898846, 305898851, 305898751, 305898854, 305898855, 4081947017, 305898857, 305898859, 305898860, 263905613, 256170748, 263905076, 264166207, 263905695, 307564636, 264166192, 264166187, 264166183, 264166620, 12249339639, 2143302014, 305897392, 263906542, 264166661, 286899871, 286899869, 286899870, 286899861, 286899872, 286899873, 286899984, 305896645, 305896646, 286899998, 286899999, 286900068, 286900080, 286900081, 262077547, 158731173, 286900085, 286900086, 257157895, 262158977, 262158813, 262158757, 257172685, 257157208, 257157069, 286900099, 2447758386, 250278855, 257168958, 1472093709, 1370022135, 1370022151, 1370022131, 1370022147, 1370022153, 257154379, 3921165858, 250278926, 2053153103, 257168092, 257168091, 257148945]",05-01-2025 00:00
1d17183a28c299443a40163dc3e6d50e10f054f1,"[261267239, 9044962631, 261163423, 261182308, 261182307, 254913359, 29412127, 29412128, 736940952, 29412130, 29412131, 29412132, 29412133, 310697907, 258022688, 619625983, 11835824794, 1536858520, 1536858516, 12314025358, 12314025359, 28358938, 28358933, 28358932, 258957342, 258957359, 388608092, 269446295, 2392243937, 27446496, 27446494, 27446491, 27446489, 27440219]",05-01-2025 00:00
25264cb08e7db926efd88cab3c35d1df4995e11c,"[11926065102, 1207511270, 5965083859, 263830255, 2174477443, 2174477608, 261140852, 261169123, 261201971, 261201972, 261172130, 12128803061, 261134910, 261134931, 261134930, 261134929, 261091559, 261134926, 7902051685, 7901913684, 11690513794, 11690513791, 12140908636, 12140908635, 12140908633, 12140908720, 1003188516, 1003188672, 1003188681, 3266887161, 1003188698, 3266887166, 1003188465, 1003188494, 261347906, 256170677, 1123059017, 261332842, 261182272, 261160616, 261347904, 261160170, 261199380, 1123005280, 1123005330, 8417002404, 256170676, 4275666649, 367519331, 367519341, 367519351, 367519359, 367519377, 367519391, 261114314, 261202846, 256170672, 367519400, 261261832, 367519413, 367519426, 261181634, 261181633, 261181632, 261140280, 261140279, 261181579]",05-01-2025 00:00
3592419fe47b3f8b8c6e9df61d50421dd71a32e1,"[11926065102, 1207511270, 258952595, 8417507573, 6369617720, 1223297537, 2998695003, 2998723586, 266803055, 266809507, 266810591, 26698357, 266853688, 261160292, 261140833, 261140832, 261091704, 261140829, 261140828, 261140827, 261140826, 261140825, 261140823, 261125638, 288463001, 261140821, 261140819, 261140818, 261115425, 469585648, 261140815, 261140812, 261140811, 261140809, 261185573, 261185572, 261185571, 261185569, 5498138828, 261185566, 261185565, 261185563, 261158915, 261158916, 261128100, 261158917, 261158918, 261158920, 261158921, 288989536, 261158925, 261158926, 261158927, 5753373513, 5753373512, 5753373511, 5753373510, 305515750, 6776840744, 288989553, 288989559, 11910718611, 1785056986, 288990116, 104509544, 4332799150, 5753374444, 305517319, 305517329, 305517314, 305517306, 305517297, 305517303, 293816470, 1255490253, 287209728, 261157501, 261159029, 261154572, 7639783802, 261159027, 261159026, 261240198, 1675939996, 1675939995, 287209290, 287209503, 261146429, 261146431, 261198962, 261115552, 261224249]",05-01-2025 00:00
3662c715b13e717144c2d713c31b28000f3232cc,"[540571895, 540571862, 261160820, 261195931, 261195929, 261316391, 261316389, 261316388, 261110831, 261193133, 261133163, 261251231, 261316387, 261316386, 261127803, 261277133, 261197465, 261267302, 261182140, 261316385, 261316384, 261138333, 261117982, 261316383, 261134351, 261296501, 538527489, 2919664112, 261316382, 261220080, 261300245, 261124019, 261316379, 261238004, 261151754, 261316377, 261199413, 261216454, 261263606, 261168975, 538047768, 418475027, 418474970, 418514823, 418514775, 418473696, 418473336, 418473158, 418472941, 9969549750, 256180990, 4972562861, 12245468327, 3952947160, 418462352, 418462530, 418463721, 418462697, 418463566, 418462816, 418463389, 418463071, 418472336, 418463163, 418464569, 418465382, 418465049, 418465614, 418465903, 5485497464, 418466663, 418466972, 418467021, 418467152, 418467541, 418471135, 418468129, 256180993, 418468475, 256180994, 418468961, 418469311, 418469871, 418469506, 408469483, 408469308, 261279622, 538046846, 728039409, 538046760, 862980835, 537966113, 537966195, 537965872, 537966160, 537966167, 537965917, 10112219263, 705676129, 5893137256, 5893137255, 256180881, 537983015, 276587446, 5485576609, 2405482047, 347573144, 347573129, 347573107, 347572942, 2405485566, 347572934, 347572915, 347572901, 537982974, 537982973, 347573310, 5485576607, 5485582528, 8081717564, 4427225181, 256181097, 347268328, 347268322, 8152627320, 12272031441, 12272031442, 3892452706, 704990704, 704989423, 537526641, 35313383, 537528665, 537528662, 2172853488, 257431630, 1655457009, 1655457006, 256592106, 256592105, 256591534, 428888035, 27440209, 11061920316, 11061920317, 7015593966, 257381546, 261177034, 258020679, 258020660, 7015619031, 258020603, 258020617, 11851144361, 11670720877, 11851144335, 258022686, 619626337, 619626336, 310697880, 261272937, 736940951, 262804941, 262804924, 262804096, 1978763491, 1978769424, 262805016, 924678476, 310698283, 310698202, 261267241, 9044962631, 261267239]",05-01-2025 00:00
3fdaa95736223ad2fadf303e32519742f8970142,"[261267239, 9044962631, 11115030528, 261149961, 261157195, 261157198, 261200325, 263984850, 344357797, 102708200, 263984856, 263984857, 102708201, 263984906, 263985031, 102708202, 11891975106, 263983553, 739321961, 263983706, 102708205, 1764458397, 263982117, 102708206, 102708207, 263981631, 263980690, 102708208, 102708209, 4840604636, 1868481027, 5891205778, 263359297, 48991153, 1597888146, 250755978, 10290647735, 35034250, 295526874, 6412789841, 260098617, 260098649, 260098652, 2998826803, 26704178, 8816415897, 26704186, 26704188, 26704211, 26704212, 26704221, 26704226, 1385442905, 26704233, 310319692, 26704235, 26704238, 266651196, 266651094, 26791860, 266716439, 266716474, 26792807, 26792815, 26792817, 261103510, 261179489, 261148444, 261179490, 261179491, 261179492]",05-01-2025 00:00
420d71c9f73c8b157b83e53a36435339acfef112,"[540571895, 540571862, 261160820, 261195931, 261195929, 261316391, 261316389, 261316388, 261110831, 261193133, 261133163, 261251231, 261316387, 261316386, 261127803, 261277133, 261197465, 261267302, 261182140, 261316385, 261316384, 261138333, 261117982, 261316383, 261134351, 261296501, 538527489, 2919664112, 261316382, 261220080, 261300245, 261124019, 261316379, 261238004, 261151754, 261316377, 261199413, 261216454, 261263606, 261168975, 538047768, 418475027, 418474970, 418514823, 418514775, 418473696, 418473336, 418473158, 418472941, 9969549750, 256180990, 4972562861, 12245468327, 3952947160, 418462352, 418462530, 418463721, 418462697, 418463566, 418462816, 418463389, 418463071, 418472336, 418463163, 418464569, 418465382, 418465049, 418465614, 418465903, 5485497464, 418466663, 418466972, 418467021, 418467152, 418467541, 418471135, 418468129, 256180993, 418468475, 256180994, 418468961, 418469311, 418469871, 418469506, 408469483, 408469308, 261279622, 538046846, 728039409, 538046760, 862980835, 537966113, 537966195, 537965872, 537966160, 537966167, 537965917, 10112219263, 705676129, 5893137256, 5893137255, 256180881, 537983015, 276587446, 5485576609, 2405482047, 347573144, 347573129, 347573107, 347572942, 2405485566, 347572934, 347572915, 347572901, 537982974, 537982973, 347573310, 5485576607, 5485582528, 8081717564, 4427225181, 256181097, 347268328, 347268322, 8152627320, 12272031441, 347268369, 4706085347, 9241919630, 261202657, 5485582529, 12245214135, 705827807, 261316366, 33404764, 261194683, 261185887, 261219634, 3270291674, 261296749, 262186019, 2565193664, 704990299, 262185639, 2565208705, 253960263, 261185721, 288595701]",05-01-2025 00:00
445512e4c4cedf6a9280375ac86b1ebea1c97c9b,"[11926065102, 1207511270, 258952595, 8417507573, 6369617720, 1223297537, 2998695003, 2998723586, 11234414448, 6369696595, 279391888, 261233989, 261162383, 261233987, 261180678, 261233985, 261233983, 261133824, 261133912, 261149027, 2169909738, 1886580307, 1886580299, 261179373, 261179377, 261179487, 261233981, 261233979, 261197928, 261233977, 261233975, 261233973, 261233971, 261233970, 261233969, 261224616, 261229182, 261233956, 261233949, 261233943, 261233937, 261233935, 261165886, 261125647, 261160052, 286476392, 261233933, 261233931, 266720467, 266720508, 261233929, 261210243, 6162746801, 286841694, 261164837, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26703423, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 35034247, 7791706367, 260098617, 6412789841, 295526874, 35034250, 10290647735, 250755978, 1597888146, 48991153, 263359297, 5891205778, 1868481027, 4840604636, 102708209, 102708208, 263980690, 263981631, 102708207, 102708206, 263982117, 1764458397, 102708205, 263983706, 739321961, 263983553, 11891975106, 102708202, 263985031, 263984906, 102708201, 263984857, 263984856, 102708200, 344357797, 263984850, 261200325, 261157198, 261157195, 261149961, 11115030528, 9044962631, 261267239]",05-01-2025 00:00
479fab01d7f75e775296ab6663083b788f340076,"[11926065102, 1207511270, 258952595, 8417507573, 6369617720, 1223297537, 2998695003, 2998723586, 11234414448, 6369696595, 279391888, 261233989, 261162383, 261233987, 261180678, 261233985, 261233983, 261133824, 261133912, 261149027, 2169909738, 1886580307, 1886580299, 261179373, 261179377, 261179487, 261233981, 261233979, 261197928, 261233977, 261233975, 261233973, 261233971, 261233970, 261233969, 261224616, 261229182, 261233956, 261233949, 261233943, 261233937, 261233935, 261165886, 261125647, 261160052, 286476392, 261233933, 261233931, 266720467, 266720508, 261233929, 261210243, 6162746801, 286841694, 261164837, 256170760, 261164835, 261164834, 261164832, 261164830, 261137084, 261137094, 287487912, 261164828, 256170708, 287486676, 287486914, 287487446, 369630898, 1316586904, 261164821, 261164820, 157719711, 2185494894, 5421580780, 2898342291, 5421580791, 261164817, 12089548403, 3235330428, 261164815, 12089548373, 12089548374, 12089548371, 4498984774, 261164812, 4498984759, 261164811, 157732749, 5421580752, 2401855318, 845898439, 5434376946, 1591454838, 5434376510, 845898363, 2184906130, 256171155, 261164801, 2184906104, 313441102, 365043668, 4099116459, 261164798, 365043662, 365043658, 365043642, 365043648, 365043654, 365043624, 4099116457, 365043636, 845896002, 365054254, 365054261, 365054268, 5434376490, 365054282, 1445194506, 261164784, 367756360, 10157544869, 5455060352, 12594431141, 4081947190, 369650536, 369650538, 12906076682, 369650540, 369650627, 12906097625, 369650544, 2112147574, 768249764, 369881559, 369881575, 314768635, 366227246]",05-01-2025 00:00
528ef1a98b355a991a622ea6ca8ccea04a645c11,"[11926065102, 1207511270, 258952595, 8417507573, 6369617720, 1223297537, 2998695003, 2998723586, 11234414448, 6369696595, 279391888, 261233989, 261162383, 261233987, 261180678, 261233985, 261233983, 261133824, 261133912, 261149027, 2169909738, 1886580307, 1886580299, 261179373, 261179377, 261179487, 261233981, 261233979, 261197928, 261233977, 261233975, 261233973, 261233971, 261233970, 261233969, 261224616, 261229182, 261233956, 261233949, 261233943, 261233937, 261233935, 261165886, 261125647, 261160052, 286476392, 261233933, 261233931, 266720467, 266720508, 261233929, 261210243, 6162746801, 286841694, 261164837, 256170760, 261164835, 261164834, 261164832, 261164830, 261137084, 261137094, 287487912, 261164828, 256170708, 287486676, 287486914, 287487446, 369630898, 1316586904, 261164821, 261164820, 157719711, 2185494894, 5421580780, 2898342291, 5421580791, 261164817, 12089548403, 3235330428, 261164815, 12089548373, 12089548374, 12089548371, 4498984774, 261164812, 4498984759, 261164811, 157732749, 5421580752, 2401855318, 845898439, 5434376946, 1591454838, 5434376510, 845898363, 2184906130, 256171155, 261164801, 2184906104, 313441102, 365043668, 4099116459, 261164798, 365043662, 365043658, 365043642, 365043648, 365043654, 365043624, 4099116457, 365043636, 845896002, 365054254, 365054261, 365054268, 5434376490, 365054282, 1445194506, 261164784, 367756360, 10157544869, 5455060352, 12594431141, 4081947190, 369650536, 369650538, 12906076682, 369650540, 369650627, 12906097625, 369650544, 2112147574, 768249764, 369881559, 369881575, 314768635, 366227246, 736035813, 366316142, 369886248, 369886245, 369886250, 261156559, 314768657, 369872430, 261164766, 261141628, 43512551, 263985076, 377189436, 43510489, 5455415497, 349237708, 261164759, 10118924453, 261164757, 261136471, 4255766658, 1764470748, 1764470751, 1764470740, 1764470743, 469196393, 261275859, 346052327, 346052328, 261245317, 48989843, 261202157]",05-01-2025 00:00
5434466f9cec9ac5b64e3b168c36284054a7941a,"[261149262, 269446278, 27440479, 713312029, 27440477, 269446333, 258964576, 261278115, 102713556, 258964574, 258964573, 263984614, 271147928]",05-01-2025 00:00
6f59e88f038047a4f927b1193424e5a1a6bce366,"[370097351, 250755910, 265641326, 102686388, 262368836, 35313351, 102708202, 265642209, 265642220, 262368739, 264431935, 4043041910, 734237297, 102713547, 4269601033, 261916117, 261915950, 2503425684, 601267166, 11164230335, 5872364080, 5872365286, 7405812135, 9169043028, 9149827894, 9149827882, 707916309, 35313346, 261265753, 9169043158, 265645273, 1769810839, 2277981396, 258020601, 369631694, 410791911, 258955481, 410791896, 288070375, 258956336, 35313343, 258032862, 258032427, 265650604, 256613320, 262150148, 256611723, 2511935726, 1324291788, 1324291786, 1619646534, 1619646530, 1324295760, 1324295747, 1309509960, 1324298357, 5906917261, 1309296856, 1309296849, 1309446375, 1309296860, 1309301271, 1309296854, 1309296857, 2123487246, 261200011, 345514498, 345514510, 345514531, 258031253, 345514164, 261160626, 256181093, 345514683, 345514711, 261194667, 345514757, 6042835989, 615102463, 256181097, 347268056, 261199862, 261199863, 256181099, 276586996, 256181100, 261199865, 261160561, 261160582, 261199867, 261199869, 261199870, 256181102, 538103748, 538103750, 538103752, 1309304247, 1309304284, 538103754, 1309304271, 1309304255, 256181104, 12250923577, 12250923575, 712819945, 6130391102, 386370741, 386379389, 256180892, 386378559, 386378347, 386373569, 2279329721, 256181107, 386377655, 386377702, 497398806, 538495218, 261184707, 261199892, 261138003, 256181119, 261199894, 261199895, 261199896, 368379984, 261199898, 261199900, 253960337, 256181121, 368378615, 261199911, 261199912, 261199914, 4334474234, 261188030, 261188021, 261199915, 261149779, 459959462, 459959464, 538000600, 538000688, 261214537]",05-01-2025 00:00
76612397db2af7f38eea14c71da82902c9081484,"[11926065102, 1207511270, 258952595, 8417507573, 6369617720, 1223297537, 2998695003, 2998723586, 11234414448, 6369696595, 279391888, 261233989, 261162383, 261233987, 261180678, 261233985, 261233983, 261133824, 261133912, 261149027, 2169909738, 1886580307, 1886580299, 261179373, 261179377, 261179487, 261233981, 261233979, 261197928, 261233977, 261233975, 261233973, 261233971, 261233970, 261233969, 261224616, 261229182, 261233956, 261233949, 261233943, 261233937, 261233935, 261165886, 261125647, 261160052, 286476392, 261233933, 261233931, 266720467, 266720508, 261233929, 261210243, 6162746801, 286841694, 261164837, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26703423, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 35034247, 7791706367, 260098617, 6412789841, 295526874, 35034250, 10290647735, 250755978, 1597888146, 48991153, 263359297, 5891205778, 1868481027, 4840604636, 102708209, 102708208, 263980690, 263981631, 102708207, 102708206, 263982117, 1764458397, 102708205, 263983706, 739321961, 263983553, 11891975106, 102708202, 263985031, 263984906, 102708201, 263984857, 263984856, 102708200, 344357797, 263984850, 261200325, 261157198, 261157195, 261149961, 11115030528, 9044962631, 261267239]",05-01-2025 00:00
7db2d42346da6410c11b7987da1f2c43fea6f124,"[261267239, 9044962631, 11115030528, 261149961, 261157195, 2263152099, 263984851, 261182313, 261182314, 261182315, 261182316, 2565028230, 264429937, 261182318, 261182319, 261182321, 250756038, 261197248, 388773352, 261221362, 250756035, 261141224, 26817974, 262370103, 309801918, 262370065, 262369459, 262369965, 261191235, 26817984, 261212848, 261145263, 261166431, 2662779629, 2662779626, 262072038, 262072018, 10017690097, 261139233, 263899057, 261178063, 1687394919, 4387385663, 10877155428, 307940558, 307940501, 307939992, 307940002, 307940263, 307940196, 7614087407, 26794558, 306046267, 306046343, 306046404, 306046420, 306046426, 306046442, 293816286, 11265202826, 2758167240, 153011804, 257110952, 263907187, 1299592858, 262077533, 260227530, 157729865, 305896645, 344810034, 293816189, 261112294, 261158158, 261114298, 261147300, 261221422, 261221424, 153023595, 305527033, 305527051, 305527080, 305527126, 153023602, 305527217, 291140768, 305522120, 261115543, 261115544, 261115545, 287209246, 261115547, 261115548, 261115549, 287209501, 261115551, 261115552, 261224249]",05-01-2025 00:00
8ac39e05667c980aca6a30c386833acc8f63f302,"[11926065102, 1207511270, 258952595, 8417507573, 6369617720, 1223297537, 2998695003, 2998723586, 11234414448, 6369696595, 279391888, 1607674868, 261088978, 261135404, 261140246, 261140245, 261140244, 261140243, 261140240, 261140236, 261140235, 261140234, 261140233, 261140232, 261140231, 261140229, 305892261, 261140226, 4069506149, 261298821, 261199644, 261336867, 261203703, 261141243, 261189212, 261203692, 261222543, 261140486, 261222544, 261308693, 261289093]",05-01-2025 00:00
918f8179c714e93169e924e8b473df22380e134d,"[261137021, 261137020, 261137019, 261137018, 261137017, 261114795, 261137016, 261137015, 261137014, 261137013, 1889135728, 6187316908, 6187316904, 387581616, 261105959, 261137005, 261137004, 261137003, 387578678, 387578581, 387578677, 387577624, 2276241512, 387577896, 387577631, 387577307, 7188691206, 261136993, 2276241750, 387576736, 387576735, 261136992, 261115716, 387576421, 6436744928, 6436744942, 539183136, 261126807, 261136990, 261111029, 6436642938, 6436642927, 6436642939, 6436642930, 387569947, 261136985, 261136984, 261101937, 387569274, 387569024, 266485993, 351014366, 266485991, 387566461, 6436744945, 6436744937, 539183177, 539183178, 4829214004, 539183180, 539183181, 539183182, 539183184, 261136973, 9252887763, 9252887765, 266485992, 538001213, 537982530, 538000888, 537982456, 537982629, 537982662, 537982403, 537982304, 254241295, 254241294, 539163344, 261276418, 261276416, 261276414, 261276412, 261145895, 468419630, 468419631, 261145899, 261207762, 261127053, 261127051, 261127050, 261127048]",05-01-2025 00:00
94072bd5370b82eecac0d8a89bf35a52f4c4be01,"[261127048, 261118287, 261118307, 261118308, 261118310, 261118311, 261118313, 261118314, 5834767137, 5834841225, 5834841235, 386571244, 261283225, 261283226, 261181123, 917877787, 261198110, 261283229, 261277223, 261202774, 261139494, 261283231, 261221639, 7985284926, 261283233, 7985284935, 6033696501, 7985284940, 261099810, 261103566, 261113992, 261113996, 261113999, 261114001, 261114002, 261113958, 2408177605, 261100993, 261188466, 261159309, 261276514, 261264455, 261194570, 261126821, 261276516, 261115731, 261276518, 261276520, 261276521, 261276522, 261202259, 261262333, 261189838, 261120292, 261231117, 261276524, 261172393, 261219506, 261276527, 261181283, 261276529, 261142350, 261257174, 261245782, 261124964, 261177743, 261153388, 261162983, 261275570, 261275574, 261215221, 261276598, 261156507, 261146676, 261262901, 261276604, 5862186234, 261143038, 261143039, 261257931, 261261981, 261192046, 261357912]",05-01-2025 00:00
